4055,it is now used to mark a paragraph ending . Frequently
4056,paragraphos markings were omitted . C. H. Roberts is of
4057,the opinion that in the original of the Fourth Gospel
4058,"some markings would be used , although which , it is"
4059,impossible to say .
4060,Professor E. G. Turner is inclined to take the view that
4061,the original of the Gospel would be unmarked . The
4062,"original of the Gospel , whether written on a roll or codex ,"
4063,"whether paragraphed or not , would be laid out in"
4064,columns . This is the invariable practice of ancient
4065,manuscripts . A common size of column would hold
4066,about one third of a page of Souter's print .
4067,The edge of this sheet was attached to a wooden dowel
4068,and the sheet wound round this central pin . The roll made
4069,a simple and serviceable book . It was robust - the number
4070,which have survived the centuries is ample evidence of
4071,this - and it was easily stored . It had two disadvantages . It
4072,"was generally a single-sided form of book , and it was not"
4073,an easy form of book in which to find a
4074,reference .
4075,This last objection might have had some weight in
4076,"ecclesiastical circles . In his Natural History , 13 . 11-12 ,"
4077,the elder Pliny tells of the use of papyrus in roll-making .
4078,As Pliny was killed in the eruption of Vesuvius which
4079,"overwhelmed Herculaneum and Pompeii in A.D. 79 , his"
4080,information is contemporaneous with the New Testament .
4081,The other form of book was the codex . In this the
4082,sheets were bound together down one edge much as
4083,they are in modern books .
4084,Against these advantages the codex was fragile and
4085,might be bulky . It is sometimes possible to tell
4086,whether or not a particular text was written on
4087,a roll or a codex . Rolls were prepared for
4088,"writing , but any papyrus left unused at the"
4089,end could be cut off . If the text was longer than
4090,"the roll , a sheet could easily be glued on ."
4091,"The verso of the roll was blank , and one"
4092,"cannot think of an author , Mark for example ,"
4093,"sending out his Gospel lacking the ending ,"
4094,while one whole side of his roll was unused .
4095,The codex form was not so accommodating . Even
4096,"in the case of the single-sheet quire , an extra"
4097,sheet glued on might have to be gummed on
4098,"over the binding , or the whole codex rebound ."
4099,Close to the building projects would be the
4100,VINEYARDS ( 1 Kings 4.25 ; S. of Sol. 8.11 ) .
4101,"The word is a Persian loan-word ,"
4102,"pairi-deaza , from which our word paradise"
4103,is derived . Qoheleth has a second
4104,paradise at his disposal but he is
4105,no happier than Adam was !
4106,The word is used in the singular
4107,in Neh. 2.8 and S. of Sol. 4.13 .
4108,A natural transition from gardens and
4109,orchards to the vital question of water
4110,supply . The pools are probably natural springs
4111,enlarged to become reservoirs or cisterns in
4112,the rock . King Mesha of Moab boasts of their
4113,"construction in lines 9 , 23-25 of the Moabite Stone ,"
4114,which read : And I built Baal-meon and made
4115,in it the reservoir ... and I made both the
4116,reservoirs for water inside the town .
4117,"According to the legend , Solomon had asked the"
4118,"Prince of the Demons , "" Ashmodeus "" to bring him"
4119,the Shamir and Ashmodeus told him that the
4120,"Shamir had not been placed under his charge , as"
4121,there is no Shamir in Gehenna ( Hell ) . An eagle
4122,"brought the Shamir to Solomon from Eden ,"
4123,"the Paradise , the only place where the Shamir"
4124,could be found .
4125,The Talmud describes that the Shamir lives in
4126,"a sanctuary , and only some rare birds know"
4127,"the existence of it . These birds are , the Cherubim"
4128,and the Seraphim . We are also told that the Shamir
4129,"is the stylus used by Moses , and this stylus is described"
4130,as a very precious diamond-stone and very adamant .
4131,The word Shamir was used as a
4132,personal name ( Git. 68a ) . The Hebrew
4133,"word "" SHAMIR "" means guarded or preser-"
4134,"ved . Therefore , the real man , who"
4135,"regards himself as insignificant , as the"
4136,"prayer says : "" What am I ? A worm "" , he"
4137,is the Shamir and such a man fulfils
4138,"the Shmah , loves the Lord God with"
4139,"all his heart , and with all his soul and"
4140,with all his might and studies the
4141,word of God .
4142,"This man is the worm , the creature that"
4143,cuts and polishes Altar-Stones . Such
4144,a man is the Shamir that guards him-
4145,self against all the irrelevant pleasures .
4146,Such a Shamir possesses the real acid
4147,"to mould our character , to melt our"
4148,heart of stone . This Shamir helps
4149,us earthly creatures to build an Altar
4150,for God to come nearer to God .
4151,The action of the Shamir writes books and their
4152,books are readable . This Shamir is indeed a rare
4153,"diamond that incises the hardest rock , the hardest"
4154,facts . And these creatures existed from the
4155,"beginning . It is "" the stone , which the builders"
4156,"refused , but it is to become the head-stone"
4157,"of the corner "" . ( Ps. 118 , 22 . ) And the stone shall"
4158,tell !
4159,""" For the stone shall cry out of the wall "" , like"
4160,"Baalam's ass , "" and the purlin of timber shall"
4161,"creak in answer "" "" if the roof of our security is"
4162,"crushing our soul "" ( see Hab. 2 , 10-11 ) . And it is"
4163,"through the Shamir : "" That the earth shall be"
4164,filled with the knowledge of the Glory of the
4165,"Lord , as the waters cover the sea . "" ( Hab. 2 , 14 . )"
4166,"The Shamir's daily life writes the Decalogue ,"
4167,"which is written on two plates , the hard facts"
4168,"of life , and all facts are "" one "" . We have all"
4169,come across human Shamirs and they leave
4170,a deep impression on our feelings and senses .
4171,They make us the Altar for God to emit
4172,the Light which can be read in every
4173,"language . The Shamir is the "" seventh "" and"
4174,"most important creature , that was created on"
4175,"the eve of the Sabbath , to bring the"
4176,"Sabbath , real peace to the whole world ."
4177,"Then the whole earth will be His Altar . "" And it"
4178,"shall come to pass , if 1ye shall 1hearken"
4179,"diligently unto my commandments , which I command"
4180,"you this day , to love the Lord your God , and to"
4181,serve Him with all your heart and with all
4182,"your soul . "" This may seem very good , but there"
4183,is something deficient .
4184,Under such conditions without putting your
4185,mind together we cannot solve the further
4186,"summons of destiny , to solve the economic"
4187,problems . Hence says Rabbi Simeon ben
4188,"Jochai ( Tanis 6a ) "" if Israel does not fulfil"
4189,"the wish of the Lord , failing to serve the"
4190,"Lord God with all their visionary power ,"
4191,the work will have to be done by each
4192,"individual "" ."
4193,"They will not work in union . If physical power , spiritual power"
4194,"and visionary power is not united , man will remain in his heart"
4195,selfish and think only of one's personal advantage to
4196,"gratify selfish aims , then each man will gather-in"
4197,"for himself only , instead of all to help to gather your"
4198,"corn , your wine and your oil ."
4199,Freedom from want cannot be fulfilled nor
4200,"freedom from fear , fear of starvation in the"
4201,midst of plenty . Help will not be easily forth-
4202,coming for the people in need . They will
4203,think of the animals first ( which is of course
4204,our duty ) . Of course the individual will
4205,"eat and be full but : "" Take heed to yourself ,"
4206,"that your heart be not deceived , and 1ye turn"
4207,"aside , and serve other gods , and worship them "" ,"
4208,"the yourself is thy greatest enemy , the self-"
4209,seeking self .
4210,And you serve Mammon and God . And you cannot serve
4211,"two masters , and you worship self-interest , isolating"
4212,"yourself , under such conditions the goods are your gods ."
4213,""" And then the Lord's wrath be kindled against you , and he"
4214,"shut up the heavens , that there is no rain , and that the land"
4215,yield not her fruit and lest 1ye perish quickly from off the
4216,"good land which the Lord 1giveth you . """
4217,For without the vision to serve the Lord your God with all
4218,your heart and with all your soul and with all your might
4219,"the problem of life cannot be solved . "" Therefore shall 1ye lay"
4220,"up these my words in your heart and in your soul . "" The text"
4221,"adds and in your soul , searching your soul ."
4222,And the sequence in the text is different than
4223,"in the first part of the Shmah , we have first "" and"
4224,"to bind them for a sign upon your hand , that"
4225,"they may be as frontlets between your eyes . "" First to"
4226,"bind them to have the vision and then "" And 1ye"
4227,"shall teach them to your children . "" And as we have go-"
4228,"ne through the mill , we need not teach them"
4229,to the children any more diligently and the
4230,children will grasp now what will befall
4231,them without visionary power .
4232,And we will nail the Divine Law on the
4233,door posts of the house and upon the gates .
4234,""" That your days may be multiplied and the"
4235,"days of your children in the land , which"
4236,"the Lord swear unto your father to give them ,"
4237,"as days of HEAVEN ON EARTH "" That"
4238,means the Kingdom of Messianic Righteousness
4239,( Talmud Sanh. 99A ) .
4240,"The Messusah , which is nailed on the doorposts"
4241,contains those two lessons . The third lesson
4242,"of the Shmah ( Numbers 15 , 37-41 ) is"
4243,"called "" the going-out of the land of"
4244,"Egypt "" . It starts with the story of the fringes"
4245,"the "" tsitsits "" . This lesson used to be read"
4246,only in the morning . And the Talmud tells a
4247,"story , which is also in the Hagadah that"
4248,"Rabbi Eleasar ben Assarja said , "" I am"
4249,nearly seventy and I had not succeeded that
4250,"Ben Zoma said : "" The days of 1thy life"
4251,means in the day-time ; all the days of
4252,"1thy life means even at night-time . """
4253,( Berochoth . ) And the Rabbis thought
4254,it important that when we read the
4255,"Shmah "" to be willing to hear , "" we"
4256,should remember the Great
4257,Deliverance : Passover and its connection
4258,with the fringes ( the tsitsits ) .
4259,And the tsitsits had a message sealed inside the knots
4260,just as there is a message sealed in the four emblems which
4261,"are used on Passover , to depict the "" time of our freedom "" ."
4262,And they are ( 1 ) Matzo ; ( 2 ) Bitter Herbs ; ( 3 ) Salt-water and
4263,Charauses ( a kind of fruit mixture in likeness of the
4264,appearance of mortar ) ; and ( 4 ) an attitude to lean
4265,back .
4266,"( 1 ) Matzos is deficient bread , ( LECHEM ANJO in Hebrew ) ,"
4267,"so are we deficient without spiritual knowledge , and to"
4268,cure our mental incapacity we should be willing
4269,to learn . Education is always the most important task .
4270,Education gives : Freedom of Speech . ( 2 ) Bitter Herbs
4271,symbolises the bitterness that is hurled against us .
4272,"We eat it . We accept it , to show we have self-control"
4273,and that God dwells within us .
4274,Self-control gives us : Freedom to worship God . ( 3 ) Salt Water and Charauses :
4275,the salt-water at the Seder-Table represents the Covenant of the Torah
4276,"( MELACH BRITH ELOHECHO in Hebrew , Salt is the covenant of 1thy God ,"
4277,"Levit. 2 , 13 . ) Salt preserves and we should have this salt in"
4278,ourselves and have peace with one-another . And the sweet
4279,"Mortar ( the CHARAUSES in Hebrew ) that binds all the "" hard-"
4280,"facts "" together and explains them , represents the Oral"
4281,Tradition .
4282,"We dip into both , at the Seder . And we want to understand"
4283,"more of the Torah and the Oral Tradition , our inheritance ."
4284,"Living the life of the Torah ( "" dipping-in "" ) makes us"
4285,"meek : "" But the meek shall inherit the earth ; and shall"
4286,"delight themselves in the abundance of Peace "" ( Psalm 37 ,"
4287,11 ) . That gives us freedom from want .
4288,( 1 ) Matzo represents Peshat ; ( 2 ) Moraur
4289,represents Remez ; ( 3 ) Dipping-in represents
4290,Derush ; ( 4 ) Leaning-back represents Saud .
4291,( This is the PARDUS . ) Matzo represents
4292,the literal meaning of Pesach which
4293,is called : The Feast of Matzos . The
4294,Bitter-Herbs represent the spiritual
4295,"principle and this gives us "" a wink "" ( Remez )"
4296,how to live and accept all the bitterness
4297,that is hurled against us . The Salt-water
4298,and the sweet Mortar in which we dip-in represents
4299,the richness of the Law and that we should
4300,Leaning back carries the concealed message . And we
4301,"start the Seder showing the Matzos , that they rep-"
4302,"resent the "" Bread of Poverty "" which our fore-fathers"
4303,"were eating in Mitzrajim , to show they were willing to learn ;"
4304,and we invite anybody who wishes to partake in our
4305,"discussions , saying : "" Anybody who is hungry , let him come"
4306,"and eat , Anybody who is thirsty , let him come and"
4307,"drink . """
4308,And we want all to eat and drink His Great Philosophy of the
4309,"four ways of Israel's redemption . Hence "" four questions "" , which are"
4310,really interrogations to examine into the principles of the four re-
4311,"demptions are asked at the Seder-evening about these "" four"
4312,"symbols "" ( the MANISHTANO ) . And the person who asks these"
4313,questions is seeking the opinion of the one who is
4314,conducting the Seder .
4315,"And we answer , that the Lord our God gave us "" four freedoms """
4316,without which Society cannot make progress . And we drink
4317,""" four cups "" to thank the Lord our God for the "" four"
4318,"freedoms "" which are Divine . There are four ways of"
4319,redemption : ( 1 ) I will bring you out from under the
4320,burdens of Egypt . ( 2 ) I will rid you of their bondage .
4321,( 3 ) I will redeem you . ( 4 ) I will take you to me for a
4322,people . ( 1 ) I will bring you out from under the
4323,burdens of Egypt : How was it that Israel was
4324,brought out from under the burdens of Egypt ?
4325,"Because , they kept the Passover and they were"
4326,"eating Matzos in Egypt and the "" Feast of Matzos """
4327,was known even to Abraham and Lot .
4328,The new century opened with James 1 ascending
4329,the throne . He was quite prepared to be
4330,tolerant towards Rome though the Gunpowder Plot
4331,"spoiled that . The Puritans had high hopes , for"
4332,"James had grown up in Presbyterian Scotland ,"
4333,"but those hopes were dashed . True , a new Prayer"
4334,Book was issued in 1604 but the Puritans
4335,derived little comfort from it .
4336,They objected to the word Absolution . So the phrase ' or
4337,the remission of sins ' was added . But Absolution remained .
4338,They objected to the word Confirmation . So the phrase
4339,' or the laying on of hands upon children baptized and
4340,able to render an account of their faith according
4341,to the Catechism following ' were added . But Confirmation
4342,remained . Other changes in the Book were equally
4343,minor except for the new section on the Sacraments
4344,added to the Catechism .
4345,This indicated how ephemeral in the Church had
4346,"been the mood which produced the Black Rubric , for"
4347,"it says that ' the Body and Blood of Christ , which are"
4348,verily and indeed taken and received by the
4349,faithful in the Lord's Supper . ' It could hardly be more
4350,"definite . It was at this time , too , that King James made"
4351,himself immortal by becoming associated with
4352,a Bible translation - the Authorized Version
4353,( which was never actually authorized ! ) .
4354,In that year Shakespeare had just turned
4355,forty and had written Hamlet two years
4356,before . Bacon was at work and Milton was
4357,just learning to read . James was followed by
4358,"Charles , in whose reign came the Scottish"
4359,Prayer Book in 1637 . Significantly this made
4360,a deliberate return to the Book of 1549 and
4361,became the foster mother of some of the most
4362,important Prayer Books in the Anglican
4363,Communion .
4364,"Forever associated with Charles is Archbishop Laud ,"
4365,now so much nobler a figure than former historians
4366,led us to believe . Laud was enthusiastically hated
4367,"by Calvinists and Puritans , and the sentiment was"
4368,mutual . But Laud was no Romanizer . One of his
4369,first public acts was a hard-hitting battle with
4370,"the Jesuit , Fisher . But anyone who was friendly"
4371,"with James and Charles , the Puritans argued ,"
4372,was necessarily a menace .
4373,Or when he found cock-fighting going on in church ?
4374,Laud made a positive approach . He set out to increase
4375,a sense of reverence . The Prayer Book was to be respected
4376,and so was the office of a bishop . Altars should be
4377,"altars and not any broken down , transportable"
4378,table which was handy for the most improbable uses .
4379,In the first place it is not a great deal
4380,"of use telling even children , as I have"
4381,"already suggested , not to be silly or"
4382,to pull themselves together . Far better
4383,to help them to face whatever it is that
4384,"is worrying them , to find the original"
4385,cause and then deal with it ; show it
4386,up either for the sham it is - and many
4387,fears are based upon completely
4388,irrational pre-conceived notions - or to
4389,Even worse is to laugh . Tremendous damage may be done to a child
4390,"by laughing at what are very real fears . As adults , we know"
4391,"that their fears are groundless , indeed to us they appear laughable ,"
4392,but to a child they are very real . Not that I am suggesting
4393,that children should be molly-coddled - they must be made
4394,"to face their fears , to see through them and come out on the"
4395,other side as victors .
4396,To ridicule them only pushes them farther
4397,"into themselves , so that they become"
4398,unable to speak about it to anybody and
4399,"the seeds of any amount of trouble are sown ,"
4400,the harvest of which may still be being
4401,reaped at forty or fifty . Far better to
4402,agree with a child that a particular
4403,"situation is frightening , and then to face"
4404,it together until the child can see how
4405,unnecessary its fears were .
4406,Because situations which may contain
4407,"all the elements of fear can arise suddenly ,"
4408,it is a good idea to condition a child
4409,to some extent against it . To keep a child
4410,of twelve or thirteen under the
4411,impression that nothing nasty ever
4412,"happens is not merely dishonest , it"
4413,is unwise . As I shall suggest in a
4414,later chapter there are some situations
4415,which occur less frequently than
4416,"A little more honesty , even if one refrains from going into"
4417,"too many details , would help many a child to make a"
4418,proper adjustment to life as it grows up . Let us look
4419,"at Jesus . We do not , I think , see there a life without fear ."
4420,There are several instances where he seemed unable to go
4421,on .
4422,In Gethsemane He prayed that the cup
4423,should pass from Him . Jesus shows us
4424,the way to face life . To see all the latent
4425,frightening possibilities and yet by facing
4426,them and knowing God is with us and
4427,"that , with Him , there is nothing that can"
4428,"finally defeat us . More than that , that God"
4429,has something important to do with our
4430,"lives and that the nearer we get to Him ,"
4431,the stronger we become .
4432,... Today A wonderful thought In the
4433,dawn was given ... And the thought
4434,Was this : That a secret plan Is hid in
4435,"my hand ; That my hand is big Big ,"
4436,"Because of the plan That God , Who"
4437,"dwells in my hand , Knows this"
4438,"secret plan , Of the things He will"
4439,do for the world Using my hand .
4440,"Toyohiko Kagawa . Loving Saviour , who experienced"
4441,"all human emotion , and whose sensitive"
4442,"nature knows better than we do , what it is to"
4443,"be really afraid , help us to know that when"
4444,"we face life boldly , many of the shadows are"
4445,"seen to be allies and not enemies and that ,"
4446,"come what may , we are never alone when"
4447,we are with Thee .
4448,Amen . MOST people would probably regard tiredness as a
4449,purely physical thing . The cure for which is sleep . This is only
4450,partly true . Many people wake up tired of a morning and no
4451,"amount of rest seems to make any difference . Sleep , to be"
4452,"effective , must be of that child-like quality which comes"
4453,from innocence .
4454,"To others , the long hours of the night bring"
4455,only a disturbed tossing and turning
4456,which causes them to wake feeling worse
4457,than when they went to bed . We may begin
4458,to understand this a little better when we
4459,realize that tiredness itself is largely in
4460,"the mind . Very few people , under normal"
4461,"conditions , work themselves to a standstill ."
4462,The mind tires first and conveys the impression
4463,of tiredness to the body . This can be proved by
4464,noting the effect of a new stimulus on some-
4465,body who feels thoroughly tired . Suppose
4466,a mother has news late at night that her
4467,child is in danger . She will undertake a
4468,"journey which , an hour before , she would"
4469,have declared impossible .
4470,"Even more simply , test your own reactions"
4471,to different situations . There are some which
4472,bring on an almost immediate feeling of
4473,tiredness - such as when your wife mentions
4474,"the washing-up - while others , if they"
4475,"refer to something you like doing , bring a"
4476,veritable surge of energy . Many a girl who
4477,is ' too tired to help mum ' will later jump
4478,up with no apparent tiredness at all when
4479,her boy friend calls and go for a long walk .
4480,Nor is she necessarily being deceitful . She really did feel tired
4481,until the mind got the necessary injection of a fresh - and an
4482,"attractive - interest ! Tiredness has , therefore , as much to do"
4483,with our mental state as with our physical exhaustion . A
4484,disturbed mind can bring the healthiest body to a sense
4485,"of fatigue . They wonder why they get no rest at night ,"
4486,even if they do sleep .
4487,They drag themselves around and can become
4488,a burden to their families and their friends .
4489,Any mental confusion can cause this and
4490,the best way is probably to seek advice .
4491,As we are unable to cure our own bodies
4492,"if the cause of our pain is too deep seated ,"
4493,"so we are unable to cure our own minds ,"
4494,if the trouble is a complicated one
4495,involving careful and patient treatment .
4496,One of the greatest steps forward that has been
4497,made this century is the way in which illness
4498,"of the mind is no longer feared or shunned ,"
4499,and is in fact no differently regarded than
4500,"physical illness . There is , nevertheless , a"
4501,great deal of tiredness which comes from
4502,no major complication but results from an
4503,"inability to deal with life , especially under"
4504,the diverse pattern which is the twentieth
4505,century .
4506,"In the days when most people were born ,"
4507,lived and died within the boundaries of
4508,"the village , it was not difficult for anybody"
4509,to live a day at a time . Even those who
4510,held a high and responsible office lived in
4511,far greater simplicity than their successors .
4512,"When news from the Continent took days ,"
4513,"from America weeks , from the Far East ,"
4514,"months , even a Prime Minister could go to"
4515,sleep in blissful ignorance of what might
4516,"be happening at the other end of England ,"
4517,"In other ways , too , life for the ordinary"
4518,individual has become so complex
4519,that it taxes the mind . Two hundred
4520,"years ago , men lived and worked"
4521,"in one place , their lives were of one"
4522,"piece . Now a man may live twenty ,"
4523,thirty even sixty miles from his
4524,work . The only connexion is the
4525,pipeline of the railway on which they
4526,travel day by day .
4527,"In many cases , their homes know little of"
4528,their place of work and their associates at
4529,the office or works wonder what they
4530,are possibly like in the surroundings of their
4531,"homes . It is easy , desperately easy , to lead"
4532,a ' double ' life without ever deliberately
4533,planning to do so or in fact being conscious
4534,of what is going on . It is easier to live life in
4535,"compartments but over the years it builds up ,"
4536,and to do so inevitably builds up tensions which
4537,need to be handled correctly .
4538,Can we then frame some ' rules ' which may enable us to live life
4539,"as fully as possible , without having our energy sapped by un-"
4540,necessary weariness . ( a ) Order makes for a decrease in tiredness .
4541,We have a saying ' My head will never save my feet ' . Time
4542,after time we forget something and have to go back
4543,upstairs or down to the shops .
4544,If we ever stopped to consider how much energy - and time -
4545,we lose this way in the course of a day we would be
4546,"staggered . Some of it is inevitable , and we do not want to"
4547,"become too pernickety . Nevertheless , we could all probably"
4548,be a little more orderly for we so frequently just muddle
4549,through .
4550,The housewife would find life far less tiring
4551,"if she made a list , followed a routine of work"
4552,rather than getting from one thing to the next .
4553,The business man would find that he reached
4554,the end of the day with far less strain if
4555,he was a little more systematic . To drift
4556,aimlessly along is more wearying than any-
4557,thing else . If we would only sit down and
4558,write out all the necessary jobs waiting to
4559,"be done and then work quietly through them ,"
4560,we would find life considerably less exhausting
4561,There may be some who will argue that
4562,"routine destroys the soul . It is so easy ,"
4563,"they say , to get into a rut . Save us"
4564,from the school curriculum and even
4565,worse the school system whereby for
4566,meals everybody knows beforehand
4567,"exactly what , on any given day of the"
4568,"week , they are going to have . If - such"
4569,a critic may say - you are calling
4570,"us to adventure , do not strangle us before"
4571,we start by putting us into a strait-jacket
4572,I am more than conscious of this . How anybody
4573,can go through the same routine day in and day
4574,out for forty years I find difficult to understand .
4575,A lot of it is inevitable so that industry and
4576,commerce may be kept going - though if ever
4577,it becomes possible to work out a system
4578,of ' staggered ' hours it may do an immense
4579,amount of good over and above relieving
4580,the pressure on over-crowded trains .
4581,"As it is , with so much of our life already"
4582,"in a predetermined groove , I would"
4583,hardly like to add further to the dullness
4584,which it engenders . But I am not arguing
4585,for this . I know how much of a drag it can be
4586,and I was interested some little while
4587,ago to hear of a school who tried a six-
4588,day timetable .
4589,"They only worked , of course , a five-"
4590,day week so that in the first week
4591,Monday to Friday were days one
4592,"to five of the timetable , the following"
4593,Monday was day six and Tuesday
4594,started day one again and so on .
4595,By this means they avoided each
4596,week being the same with a pupil
4597,knowing exactly what the subject
4598,would be on Friday afternoon at
4599,3 p.m. .
4600,"It was a little complicated to work ,"
4601,"of course , and there had to be a big"
4602,notice in the entrance saying which
4603,day of the timetable it was - but
4604,it added immensely to the interest
4605,and kept everybody on their toes .
4606,To have order does not mean getting
4607,into a dull routine . I have great
4608,sympathy with the young wife
4609,who does not always want to do
4610,the washing on a Monday .
4611,"I would not want to either , but if she wants to get through"
4612,"the day without becoming exhausted , she will be well advised to"
4613,sit down quietly and make a list of everything she has got to
4614,"do , note the order in which they can most conveniently be"
4615,done ( or must be done because of other predetermined factors
4616,"- you must , for example , do your shopping on the morning of"
4617,the early closing day ) .
4618,"She will , in fact , be surprised at what peace"
4619,of mind ensues . ( b ) Concentrate on one
4620,thing at a time . A list or a plan enables us to
4621,put all our energies into the particular
4622,matter on hand .
4623,"( Actually , the Mishnah quotes two further proof"
4624,"texts and the Gemara explains why these ,"
4625,"too , are necessary , but a careful examination"
4626,of that passage makes it clear that these are
4627,not quoted here because they are not
4628,necessary to prove the point made by
4629,"R. Joshua b. Levi . ) Finally , we note that"
4630,the comment of Rami bar Rabh is quoted
4631,elsewhere .
4632,"From the above it follows that here , once again ,"
4633,we have a good illustration of how a
4634,sugya has been fashioned from material
4635,already in the hands of the Redactors .
4636,The sugya is built around the saying of
4637,R. Joshua b. Levi . The proof text for the
4638,reading of the Book of Esther is quoted
4639,with the comment given by Samuel .
4640,( This is probably to be understood as a well-
4641,known comment on the verse ; quoted by
4642,Samuel in support of his thesis and quoted
4643,by the Gemara in support of R. Joshua b.
4644,Levi's thesis ! ) The proof text of greeting by
4645,the divine Name is taken from the Mishnah .
4646,There is no reference to the Mishnah here
4647,because the Mishnah deals with the
4648,actual practice of greeting by the divine
4649,Name and the Gemara here quotes the
4650,texts to support the thesis of R. Joshua b. Levi .
4651,The question and answer with regard to the
4652,need for the text of the angel are quoted
4653,here in the same words in which they are
4654,quoted in the discussion on the Mishnah .
4655,This can either mean that both sugyas are
4656,quoting a well-known question and
4657,answer or that our sugya is quoting from
4658,the longer sugya which deals with all
4659,four texts quoted in the Mishnah .
4660,Or it is possible that our sugya contains the
4661,original question and answer and this is quoted
4662,in the other sugya . ( This can be supported by the
4663,use of the expression : ' Boaz did it of his own
4664,accord but there was no approval of his action
4665,in Heaven ' in both sugyoth . Such an
4666,expression appears to have been framed in
4667,"response to the particular point at issue here ,"
4668,whether the Heavenly Court concurred
4669,in the decision of the human court . )
4670,The proof text of bringing the tithe to the Temple
4671,is then quoted and the interpretation of the
4672,latter part of the verse by Rami bar Rabh
4673,"is added , not because this is at all relevant"
4674,to the discussion but because it was
4675,a familiar interpretation which had
4676,become so well known that it was
4677,invariably quoted whenever the verse
4678,"itself was quoted , almost as if it were a"
4679,part of the verse .
4680,The Gemara continues with a saying of the
4681,"Palestinian teacher , R. Eleazar ( 3rd Cent. ) :"
4682,' The Holy Spirit manifested itself in three places :
4683,"the court of Shem , the court of Samuel of Ramah ,"
4684,and the court of Solomon . ' The place of this
4685,"saying here is obvious , it follows naturally"
4686,on the saying of R. Joshua b. Levi which
4687,deals with a similar theme .
4688,We know from the diaries of Samuel Pepys
4689,that he was a great man for lace - paying
4690,as much as 3 for a lace collar . But this
4691,didn't mean he was prepared to do as much
4692,"for his lady , for he records testily : ' My wife"
4693,and I fell out about my not being willing
4694,to have her gown laced . '
4695,"We read , with sympathy , an advertisement in the"
4696,reign of Charles 2 stating : ' Lost : a lawn 1hand-
4697,kercher with a broad hem laced round with
4698,fine Point lace about four fingers broad ' and
4699,among the effects left by Nell Gwyn is an
4700,unpaid bill for ' scarlet satin shoes with
4701,silver lace ' . The records of these tender trifles
4702,are very touching but then lace does place
4703,upon everything a delicate sentiment .
4704,Lucky indeed are the families that
4705,possess a heritage of lace . A lace
4706,bridal veil handed down from mother
4707,"to daughters , a lace-trimmed Christening"
4708,robe that each generation wears in turn -
4709,"these are proud possessions , linked to the"
4710,exquisite lace-making of the past .
4711,But lace-making is by no means a lost
4712,art . It suffered a decline and fell into
4713,lamentably low standards in the fussy
4714,over-furnishing of the Victorian age
4715,but it would take more than a temporary
4716,"lapse in good taste to destroy this lovely ,"
4717,"viable craft . It has , in fact , readily"
4718,adapted itself to modern tastes and the ill-
4719,ustrations in the following pages will show
4720,how completely it is in sympathy with con-
4721,temporary surroundings .
4722,"It will be seen how , with bold design"
4723,"and rich colour , knitting , crochet and"
4724,tatting in fine and medium-weight cottons
4725,can give striking individuality to many things
4726,"in the home . Chairbacks , cushions , tablecloths ,"
4727,to mention only three - how satisfying it is
4728,to avoid the ready-made in these and by
4729,one's own handiwork produce something
4730,that reflects true creative talent .
4731,The more delicate patterns and finer
4732,threads may be reserved to bring a light
4733,and lovely touch to personal possessions -
4734,"a lace border to a handkerchief , fine-lace"
4735,"insertion on a petticoat or blouse , a tatted edge"
4736,"to a collar ; these add a charming , feminine"
4737,distinction that nothing else can give .
4738,Although we assess lace-making as one of
4739,"the feminine skills , a number of the well-loved"
4740,"traditional patterns that we follow today were ,"
4741,"in fact , the brain-children of inventive men ."
4742,"For in the old order of things , men designed"
4743,and worked lace as well as women and
4744,special schools were set up to teach lace-
4745,"making not only to young girls , but to little"
4746,boys as well . Whole families made their
4747,livelihood by lace-making and consequently
4748,"a folklore of song , festival and courtship grew"
4749,up around the lace industry .
4750,During the sixteenth century a considerable
4751,amount of crochet was produced in the
4752,convents of Europe . Without doubt it was the
4753,nuns who carried the craft to Ireland . There it
4754,was developed into quite an elaborate and distinctive
4755,"form with rosettes , leaves and lace fillings . During"
4756,the time of Victoria this gentle craft was
4757,greatly abused .
4758,One can remember with horror the pictures of the
4759,overcrowded and over-embellished drawing-rooms
4760,"complete with heavy crochet antimacassars , mantel-"
4761,piece covers with a fringing of clumsy bobbles and
4762,numerous other crocheted pieces . It was some years
4763,after the Victorian period that designers realised
4764,"the potentialities of the craft , and crochet was"
4765,revived with designs suitable for contemporary
4766,"trends . Crochet today has a variety of uses , and"
4767,has even stepped into the field of high fashion .
4768,In some of the elegant boutiques of Paris
4769,"hand-crocheted blouses , gossamer fine in"
4770,"texture , are sold at a very high price . With a"
4771,little time and concentration the woman at home can
4772,produce fashion articles as elegant as those of
4773,"Paris - a blouse , delicate gloves or a fine"
4774,"edging for collar , cuffs or a handkerchief ."
4775,"In the home , crochet lace can be used to make"
4776,"tablecloths , traycloths and runners , and edgings"
4777,from heavy to fine can fulfil a variety of
4778,functions . The art of crochet is not difficult and
4779,it is reasonably quick to work . In the following
4780,pages simple diagrams and instructions are given
4781,to enable the beginner to master all the essential
4782,crochet stitches .
4783,First launder crochet and then pin to the required
4784,"shape , ensuring that all lines of the crochet are"
4785,accurate . Place crochet in correct position on linen and
4786,secure with pins . Run a line of basting stitches
4787,on the linen following the outline of the crochet edges
